T
LECN.SW
AERI.L
XTP.DE
ADE.DE
0Q3.DE
FAIR.L
IBG.MC
LPK.DE
HPHA.DE
AZK.MC
BDT.DE
ATRY.MC
LUS1.DE
AMP.MC
AEIN.DE
ORY.MC
SUP.L
BMD.L
TMIP.L
SOLG.L
DR0.DE
ZAG.VI
SRT.L
ATSI.MC
HAW.DE
SYV.DE
EEE.L
BVT.L
KITW.L
RSE.L
BRCK.L
RGL.L
ANCR.L
BIOG.L
ACSO.L
FRGT.L
CWR.L
GHV1.L
JCGI.L
TTG.L
IDHC.L
SQRL.MC
BEG.L
TSTL.L
RCN.L
ARM.MC
PRM.MC
HTG.DE
FTV.L
KEYS.L
VTU.L
SB1.DE
BVZN.SW
AAZ.L
TPG.DE
MSI.L
UBK.DE
SSIT.L
GSC1.DE
MCG.L
OPT.L
FOXT.L
NXT.MC
MACF.L
2HRA.DE
SHI.L
BMK.L
SIHL.L
AI.MC
FAA.DE
SLP.L
GENL.L
APTD.L
SJJ.DE
NVM.DE
STGN.SW
AAG.DE
STB.L
FSJ.L
AEI.L
GTLY.L
HSW.L
CLIG.L
DORE.L
MPCK.DE
AEWU.L
BSC.L
OIG.L
LMN.SW
MGCI.L
TTR1.DE
LTI.L
CAPD.L
KGH.L
EIDF.MC
GHV2.L
CRWC.L
GHH.L
TIG.L
SEC.L
WEW.DE
MULT.DE
ZUBN.SW
AUGM.L
ECOR.L
N4G.DE
GTY.DE
HUW.L
SYNT.L
RNO.L
ECEL.L
MMIT.L
CNE.L
PGOO.L
SFOR.L
LEI.DE
SANN.SW
ZTF.L
ARBB.L
DUKE.L
GMR.L
AXS.L
4BB.L
IGC.L
CMPG.L
UBS.VI
LABS.L
NP5.DE
PSDL.L
BASC.L
YVIT.MC
BKHT.DE
ALTN.L
AA4.L
SEE.L
MOTR.L
ASAI.L
BGCG.L
TET.L
CMPI.L
BKS.L
MERC.L
HRPK.DE
BVXP.L
SAAS.L
CAM.L
ADIG.L
TIBN.SW
NWRN.SW
SDY.L
GABI.L
KIST.L
EPWN.L
AFC.L
AGVI.L
DNA3.L
MCT.L
FDEV.L
KTA.DE
AVG.L
EUA.L
SNWS.L
BERI.L
GAV.SW
NTV.L
SNG.MC
DEF.DE
MTU.L
NEA.MC
BST.DE
NTG.DE
CYN.L
ALU.L
CGS.L
CABP.L
MBK.DE
SWEF.L
INSE.L
MZX.DE
SOM.L
JARA.L
MAJE.L
GTE.L
ACG.L
AVCT.L
PAY.BR
INOV.L
TRCS.L
USF.L
BKY.L
PYX.L
JZCP.L
QTX.L
REC.L
IES.L
MHN.L
EKF.L
SPR.L
SWA.DE
QBY.DE
MCHN.SW
CEK.DE
A7A.DE
AFL.L
UTL.L
PMI.L
RWA.L
NFN.DE
BIKE.DE
ABO.DE
JSE.L
SHRS.L
PEEL.L
AOM.L
SFR.L
LLYC.MC
RESI.L
BRAI.L
AET.L
CALN.SW
NTH.MC
MVCT.L
GEM.L
AVAP.L
RFX.L
JLP.L
RIII.L
WKOF.L
SCLP.L
ENRS.MC
CUSN.L
DPP.L
BRLA.L
GRX.L
NF4.DE
MBH.L
VID.L
MKA.L
M7U.DE
KTCG.VI
XAR.L
SDI.L
BBN.SW
TUNE.L
IQE.L
TRG.MC
FVEN.L
GMM.DE
KETL.L
DKG.DE
TRI.L
PWO.DE
HP3A.DE
SERE.L
OLE.MC
VCP.L
TRB.L
ANIC.L
TRU.L
GMET.L
JEMA.L
PGH.L
APPH.DE
LIV.L
STVG.L
PHAR.L
LQAG.DE
LORD.L
EDL.DE
APG.MC
RBW.L
MAV4.L
DGI9.L
V3V.DE
VIP.L
NWF.L
MPAC.L
VNH.L
ZEN.L
DIA.L
BEMO.L
93M1.DE
NSI.L
RE-B.L
4DS.DE
CARR.L
SAV.L
MAKS.MC
CBOX.L
QED.L
TMT.L
RM.L
GMI.SW
H2O.DE
B7E.DE
YIPS.MC
ANX.L
PEBB.L
VLG.L
VOC.MC
CDGP.L
IGR.L
EXL.DE
AMCO.L
TPT.L
PYT.VI
HVO.L
ROAD.L
EJFI.L
IKA.L
WJG.L
KOD.L
GFG.DE
PAR.MC
CSH.DE
MIGO.L
BGO.L
HEAD.L
MET1.L
CLBS.L
FACE.MC
BVC.L
KOO.L
DFCH.L
MUL.L
HSD.L
BSRT.L
BMS.L
ETC.MC
TENG.L
RMII.L
HSS.L
ALQ.MC
MIG1.L
LDG.L
GIGA.MC
PCA.L
WATR.L
RMMC.L
VILN.SW
MIG3.L
EZE.MC
SBSI.L
PZS.DE
MRK.L
OBI.L
EYE.L
LRND.DE
AEX.L
UUU.DE
VBX.DE
TMO.L
LGT.MC
BOR.L
HIGH.DE
AIRE.L
MWB0.DE
HE1.L
TOWN.L
LIKE.L
AIC.L
MRX.DE
PANG.MC
MTEC.L
ZIOC.L
WKS.L
